ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,PTS,AST,REB,ALL_STAR_APPEARANCES,PIE
1732,Felipe,Lopez,Felipe Lopez,"Lopez, Felipe",F. Lopez,felipe-lopez,1974-12-19T00:00:00,St. John's,Dominican Republic,St. John's/Dominican Republic,77,195,4,13,Guard-Forward,Inactive,N,1610612763,Grizzlies,VAN,grizzlies,Vancouver,felipe_lopez,1998,2002,N,Y,Y,1998,1,24,5.8,1,2.4,0,
2221,Raul,Lopez,Raul Lopez,"Lopez, Raul",R. Lopez,raul-lopez,1980-04-15T00:00:00,Real Madrid,Spain,Real Madrid/Spain,72,175,2,"",Guard,Inactive,N,0,"","","","",raul_lopez,2002,2004,N,Y,Y,2001,1,24,6.5,3.8,1.7,0,
201577,Robin,Lopez,Robin Lopez,"Lopez, Robin",R. Lopez,robin-lopez,1988-04-01T00:00:00,Stanford,USA,Stanford/USA,84,281,12,15,Center,Active,Y,1610612764,Wizards,WAS,wizards,Washington,robin_lopez,2008,2020,N,Y,Y,2008,1,15,8.2,0.9,4.1,,0.084
201567,Kevin,Love,Kevin Love,"Love, Kevin",K. Love,kevin-love,1988-09-07T00:00:00,UCLA,USA,UCLA/USA,80,251,12,0,Forward-Center,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,kevin_love,2008,2020,N,Y,Y,2008,1,5,5.8,1.3,3.3,,0.074
200768,Kyle,Lowry,Kyle Lowry,"Lowry, Kyle",K. Lowry,kyle-lowry,1986-03-25T00:00:00,Villanova,USA,Villanova/USA,72,196,14,7,Guard,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,kyle_lowry,2006,2020,N,Y,Y,2006,1,24,17.6,7.4,5.6,,0.117
1628070,Jordan,Loyd,Jordan Loyd,"Loyd, Jordan",J. Loyd,jordan-loyd,1993-07-27T00:00:00,Indianapolis,USA,Indianapolis/USA,76,210,1,8,Guard,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,jordan_loyd,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,2.4,0.5,0.8,0,
203564,Kalin,Lucas,Kalin Lucas,"Lucas, Kalin",K. Lucas,kalin-lucas,1989-05-24T00:00:00,Michigan State,USA,Michigan State/USA,73,195,2,24,Guard,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,kalin_lucas,2014,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,1,0.5,1.5,0,
101249,John,Lucas III,John Lucas III,"Lucas III, John",J. Lucas III,john-lucas-iii,1982-11-21T00:00:00,Oklahoma State,USA,Oklahoma State/USA,71,166,7,"",Guard,Inactive,N,0,"","","","",john_lucas iii,2005,2016,Y,Y,Y,Undrafted,Undrafted,Undrafted,4.7,1.5,1,0,
1731,Tyronn,Lue,Tyronn Lue,"Lue, Tyronn",T. Lue,tyronn-lue,1977-05-03T00:00:00,Nebraska,USA,Nebraska/USA,72,175,11,10,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,tyronn_lue,1998,2008,N,Y,Y,1998,1,23,8.5,3.1,1.7,0,
1627789,Timothe,Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,"Luwawu-Cabarrot, Timothe",T. Luwawu-Cabarrot,timothe-luwawu-cabarrot,1995-05-09T00:00:00,Mega Basket,France,Mega Basket/France,79,220,4,9,Guard-Forward,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,timothe_luwawu-cabarrot,2016,2020,Y,Y,Y,2016,1,24,6.9,1.3,2.4,,0.054
1628399,Tyler,Lydon,Tyler Lydon,"Lydon, Tyler",T. Lydon,tyler-lydon,1996-04-09T00:00:00,Syracuse,USA,Syracuse/USA,82,225,2,20,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,tyler_lydon,2017,2018,Y,Y,Y,2017,1,24,0.9,0.2,0.7,0,
1626168,Trey,Lyles,Trey Lyles,"Lyles, Trey",T. Lyles,trey-lyles,1995-11-05T00:00:00,Kentucky,Canada,Kentucky/Canada,81,234,5,41,Forward,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,trey_lyles,2015,2020,N,Y,Y,2015,1,12,5,0.6,3.8,,0.1
248,George,Lynch,George Lynch,"Lynch, George",G. Lynch,george-lynch,1970-09-03T00:00:00,North Carolina,USA,North Carolina/USA,80,235,12,9,Forward,Inactive,N,1610612740,Hornets,NOH,pelicans,New Orleans,george_lynch,1993,2004,N,Y,Y,1993,1,12,6.6,1.4,5,0,
1627815,Sheldon,Mac,Sheldon Mac,"Mac, Sheldon",S. Mac,sheldon-mac,1992-12-21T00:00:00,Miami,USA,Miami/USA,78,200,1,9,Guard-Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,sheldon_mac,2016,2016,Y,Y,Y,2016,None,None,3,0.5,1.1,0,
1928,Todd,MacCulloch,Todd MacCulloch,"MacCulloch, Todd",T. MacCulloch,todd-macculloch,1976-01-27T00:00:00,Washington,Canada,Washington/Canada,84,280,4,11,Center,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,todd_macculloch,1999,2003,N,Y,Y,1999,2,47,6.1,0.5,4,0,
203159,Scott,Machado,Scott Machado,"Machado, Scott",S. Machado,scott-machado,1990-06-08T00:00:00,Iona,USA,Iona/USA,73,205,1,"",Guard,Inactive,N,0,"","","","",scott_machado,2012,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,1.8,0.9,0.1,0,
101178,Arvydas,Macijauskas,Arvydas Macijauskas,"Macijauskas, Arvydas",A. Macijauskas,arvydas-macijauskas,1980-01-19T00:00:00,Tau Ceramica,Lithuania,Tau Ceramica/Lithuania,76,214,0,6,Guard,Inactive,N,1610612740,Hornets,NOK,pelicans,New Orleans/Oklahoma City,arvydas_macijauskas,2005,2005,N,Y,Y,Undrafted,Undrafted,Undrafted,2.3,0.3,0.5,0,
694,Sam,Mack,Sam Mack,"Mack, Sam",S. Mack,sam-mack,1970-05-26T00:00:00,Houston,USA,Houston/USA,,,6,"",Guard,Inactive,N,0,"","","","",sam_mack,1992,2001,N,Y,Y,Undrafted,Undrafted,Undrafted,7.8,1.3,2.1,0,
202714,Shelvin,Mack,Shelvin Mack,"Mack, Shelvin",S. Mack,shelvin-mack,1990-04-22T00:00:00,Butler,USA,Butler/USA,75,203,8,6,Guard,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,shelvin_mack,2011,2018,Y,Y,Y,2011,2,34,6.6,3.1,2,0,
202731,Vernon,Macklin,Vernon Macklin,"Macklin, Vernon",V. Macklin,vernon-macklin,1986-09-25T00:00:00,Florida,USA,Florida/USA,82,227,1,20,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,vernon_macklin,2011,2011,Y,Y,Y,2011,2,52,2,0.2,1.5,0,
1629133,Daryl,Macon,Daryl Macon,"Macon, Daryl",D. Macon,daryl-macon,1995-11-29T00:00:00,Arkansas,USA,Arkansas/USA,74,185,1,"",Guard,Inactive,N,0,"","","","",daryl_macon,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,2.7,0.7,1,0,
1629122,J.P.,Macura,J.P. Macura,"Macura, J.P.",J. Macura,jp-macura,1995-06-05T00:00:00,Xavier,USA,Xavier/USA,76,203,1,"",Guard,Inactive,N,0,"","","","",jp_macura,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,2,0.7,1,0,
2432,Tito,Maddox,Tito Maddox,"Maddox, Tito",T. Maddox,tito-maddox,1981-06-08T00:00:00,Fresno State,USA,Fresno State/USA,76,190,1,6,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,tito_maddox,2002,2002,N,Y,Y,2002,2,37,1.2,0.6,0.8,0,
2058,Mark,Madsen,Mark Madsen,"Madsen, Mark",M. Madsen,mark-madsen,1976-01-28T00:00:00,Stanford,USA,Stanford/USA,81,255,9,35,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,mark_madsen,2000,2008,N,Y,Y,2000,1,29,2.2,0.4,2.6,0,
203705,Josh,Magette,Josh Magette,"Magette, Josh",J. Magette,josh-magette,1989-11-28T00:00:00,Alabama Huntsville,USA,Alabama-Huntsville/USA,73,160,1,"",Guard,Inactive,N,0,"","","","",josh_magette,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,2.2,2.4,1,0,
1894,Corey,Maggette,Corey Maggette,"Maggette, Corey",C. Maggette,corey-maggette,1979-11-12T00:00:00,Duke,USA,Duke/USA,78,225,14,50,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,corey_maggette,1999,2012,N,Y,Y,1999,1,13,16,2.1,4.9,0,
2048,Jamaal,Magloire,Jamaal Magloire,"Magloire, Jamaal",J. Magloire,jamaal-magloire,1978-05-21T00:00:00,Kentucky,Canada,Kentucky/Canada,83,265,12,21,Center,Inactive,N,1610612740,Hornets,NOH,pelicans,New Orleans,jamaal_magloire,2000,2011,N,Y,Y,2000,1,19,7.2,0.6,6.5,1,
101133,Ian,Mahinmi,Ian Mahinmi,"Mahinmi, Ian",I. Mahinmi,ian-mahinmi,1986-11-05T00:00:00,Pau Orthez,France,Pau Orthez/France,83,262,12,28,Center,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,ian_mahinmi,2007,2019,Y,Y,Y,2005,1,28,5.2,0.6,4.4,0,
105,Dan,Majerle,Dan Majerle,"Majerle, Dan",D. Majerle,dan-majerle,1965-09-09T00:00:00,Central Michigan,USA,Central Michigan/USA,78,222,13,9,Guard-Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,dan_majerle,1988,2001,N,Y,Y,1988,1,14,11.4,2.9,4.5,3,
200970,Renaldo,Major,Renaldo Major,"Major, Renaldo",R. Major,renaldo-major,1982-05-07T00:00:00,Fresno State,USA,Fresno State/USA,79,190,1,"",Forward,Inactive,N,0,"","","","",renaldo_major,2006,2006,Y,Y,Y,Undrafted,Undrafted,Undrafted,5,0,2,0,
1627748,Thon,Maker,Thon Maker,"Maker, Thon",T. Maker,thon-maker,1997-02-25T00:00:00, ,South Sudan,Athlete Institute Prep/South Sudan,84,221,4,"",Forward-Center,Inactive,Y,0,"","","","",thon_maker,2016,2020,N,Y,Y,2016,1,10,3.8,0.5,2.3,,0.134
252,Karl,Malone,Karl Malone,"Malone, Karl",K. Malone,karl-malone,1963-07-24T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,81,259,19,32,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,karl_malone,1985,2003,N,Y,Y,1985,1,13,25,3.6,10.1,12,
1074,Matt,Maloney,Matt Maloney,"Maloney, Matt",M. Maloney,matt-maloney,1971-12-06T00:00:00,Pennsylvania,USA,Pennsylvania/USA,,,5,"",Guard,Inactive,N,0,"","","","",matt_maloney,1996,2002,N,Y,Y,Undrafted,Undrafted,Undrafted,7.4,2.9,1.7,0,
1629611,Terance,Mann,Terance Mann,"Mann, Terance",T. Mann,terance-mann,1996-10-18T00:00:00,Florida State,USA,Florida State/USA,77,215,1,14,Guard-Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,terance_mann,2019,2020,Y,Y,Y,2019,2,48,5.3,1.2,3.4,,0.08
330,Danny,Manning,Danny Manning,"Manning, Danny",D. Manning,danny-manning,1966-05-17T00:00:00,Kansas,USA,Kansas/USA,82,234,15,"",Forward-Center,Inactive,N,0,"","","","",danny_manning,1988,2002,N,Y,Y,1988,1,1,14,2.3,5.2,2,
203906,Devyn,Marble,Devyn Marble,"Marble, Devyn",D. Marble,devyn-marble,1992-09-21T00:00:00,Iowa,USA,Iowa/USA,78,200,2,11,Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,devyn_marble,2014,2015,Y,Y,Y,2014,2,56,2.2,0.7,1.6,0,
950,Stephon,Marbury,Stephon Marbury,"Marbury, Stephon",S. Marbury,stephon-marbury,1977-02-20T00:00:00,Georgia Tech,USA,Georgia Tech/USA,74,205,13,8,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,stephon_marbury,1996,2008,N,Y,Y,1996,1,4,19.3,7.6,3,2,
1890,Shawn,Marion,Shawn Marion,"Marion, Shawn",S. Marion,shawn-marion,1978-05-07T00:00:00,UNLV,USA,UNLV/USA,79,228,15,31,Guard-Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,shawn_marion,1999,2014,N,Y,Y,1999,1,9,15.2,1.9,8.7,4,
1626246,Boban,Marjanovic,Boban Marjanovic,"Marjanovic, Boban",B. Marjanovic,boban-marjanovic,1988-08-15T00:00:00,Crvena zvezda,Serbia,Crvena zvezda/Serbia,88,290,5,51,Center,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,boban_marjanovic,2015,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,4.4,0.2,3.9,,0.15
1628374,Lauri,Markkanen,Lauri Markkanen,"Markkanen, Lauri",L. Markkanen,lauri-markkanen,1997-05-22T00:00:00,Arizona,Finland,Arizona/Finland,84,240,3,24,Forward-Center,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,lauri_markkanen,2017,2020,N,Y,Y,2017,1,7,17.7,0.9,6,,0.112
200806,Damir,Markota,Damir Markota,"Markota, Damir",D. Markota,damir-markota,1985-12-26T00:00:00,Cibona,Croatia,Cibona/Croatia,82,225,0,52,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,damir_markota,2006,2006,Y,Y,Y,2006,2,59,1.7,0.2,1,0,
1752,Sean,Marks,Sean Marks,"Marks, Sean",S. Marks,sean-marks,1975-08-23T00:00:00,California,New Zealand,California/New Zealand,82,250,10,"",Forward-Center,Inactive,N,0,"","","","",sean_marks,1998,2010,N,Y,Y,1998,2,44,2.8,0.2,2.2,0,
681,Donny,Marshall,Donny Marshall,"Marshall, Donny",D. Marshall,donny-marshall,1972-07-17T00:00:00,Connecticut,USA,Connecticut/USA,79,230,5,13,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,donny_marshall,1995,2002,N,Y,Y,1995,2,39,2.5,0.3,1,0,
923,Donyell,Marshall,Donyell Marshall,"Marshall, Donyell",D. Marshall,donyell-marshall,1973-05-18T00:00:00,Connecticut,USA,Connecticut/USA,81,245,15,8,Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,donyell_marshall,1994,2008,N,Y,Y,1994,1,4,11.2,1.4,6.7,0,
203088,Kendall,Marshall,Kendall Marshall,"Marshall, Kendall",K. Marshall,kendall-marshall,1991-08-19T00:00:00,North Carolina,USA,North Carolina/USA,76,200,4,5,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,kendall_marshall,2012,2015,Y,Y,Y,2012,1,13,5,4.9,1.6,0,
101185,Rawle,Marshall,Rawle Marshall,"Marshall, Rawle",R. Marshall,rawle-marshall,1982-02-20T00:00:00,Oakland,USA,Oakland/USA,79,190,2,2,Guard-Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,rawle_marshall,2005,2006,Y,Y,Y,Undrafted,Undrafted,Undrafted,2.7,0.4,1,0,
1628997,Caleb,Martin,Caleb Martin,"Martin, Caleb",C. Martin,caleb-martin,1995-09-28T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,77,205,1,10,Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,caleb_martin,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,5.3,1.1,2.6,,0.076
201858,Cartier,Martin,Cartier Martin,"Martin, Cartier",C. Martin,cartier-martin,1984-11-20T00:00:00,Kansas State,USA,Kansas State/USA,79,220,7,35,Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,cartier_martin,2008,2014,Y,Y,Y,Undrafted,Undrafted,Undrafted,5.1,0.5,1.9,0,
1628998,Cody,Martin,Cody Martin,"Martin, Cody",C. Martin,cody-martin,1995-09-28T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,77,205,1,11,Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,cody_martin,2019,2020,Y,Y,Y,2019,2,36,3.8,1.2,2.4,,0.091
239,Darrick,Martin,Darrick Martin,"Martin, Darrick",D. Martin,darrick-martin,1971-03-06T00:00:00,UCLA,USA,UCLA/USA,71,170,12,"",Guard,Inactive,N,0,"","","","",darrick_martin,1994,2007,N,Y,Y,Undrafted,Undrafted,Undrafted,6.9,2.9,1.1,0,
1626185,Jarell,Martin,Jarell Martin,"Martin, Jarell",J. Martin,jarell-martin,1994-05-24T00:00:00,Louisiana State,USA,Louisiana State/USA,82,239,4,2,Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,jarell_martin,2015,2018,Y,Y,Y,2015,1,25,5.4,0.6,3.5,0,
1629725,Jeremiah,Martin,Jeremiah Martin,"Martin, Jeremiah",J. Martin,jeremiah-martin,1996-06-19T00:00:00,Memphis,USA,Memphis/USA,74,185,1,0,Guard,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,jeremiah_martin,2019,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,7.1,2,1.1,0,
1629103,Kelan,Martin,Kelan Martin,"Martin, Kelan",K. Martin,kelan-martin,1995-08-03T00:00:00,Butler,USA,Butler/USA,77,230,1,21,Forward,Active,Y,1610612754,Pacers,IND,pacers,Indiana,kelan_martin,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,1.3,0.1,0.9,,0.066
2030,Kenyon,Martin,Kenyon Martin,"Martin, Kenyon",K. Martin,kenyon-martin,1977-12-30T00:00:00,Cincinnati,USA,Cincinnati/USA,81,225,14,"",Forward,Inactive,N,0,"","","","",kenyon_martin,2000,2014,N,Y,Y,2000,1,1,12.3,1.9,6.8,1,
2755,Kevin,Martin,Kevin Martin,"Martin, Kevin",K. Martin,kevin-martin,1983-02-01T00:00:00,Western Carolina,USA,Western Carolina/USA,79,199,12,23,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,kevin_martin,2004,2015,N,Y,Y,2004,1,26,17.4,1.9,3.2,0,
469,Jamal,Mashburn,Jamal Mashburn,"Mashburn, Jamal",J. Mashburn,jamal-mashburn,1972-11-29T00:00:00,Kentucky,USA,Kentucky/USA,80,247,11,24,Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,jamal_mashburn,1993,2003,N,Y,Y,1993,1,4,19.1,4,5.4,1,
193,Anthony,Mason,Anthony Mason,"Mason, Anthony",A. Mason,anthony-mason,1966-12-14T00:00:00,Tennessee State,USA,Tennessee State/USA,80,255,13,17,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,anthony_mason,1989,2002,N,Y,Y,1988,3,53,10.9,3.4,8.3,1,
2046,Desmond,Mason,Desmond Mason,"Mason, Desmond",D. Mason,desmond-mason,1977-10-11T00:00:00,Oklahoma State,USA,Oklahoma State/USA,77,222,9,"",Guard,Inactive,N,0,"","","","",desmond_mason,2000,2009,N,Y,Y,2000,1,17,12.1,1.6,4.5,0,
1628412,Frank,Mason,Frank Mason,"Mason, Frank",F. Mason,frank-mason,1994-04-03T00:00:00,Kansas,USA,Kansas/USA,71,190,3,"",Guard,Inactive,Y,0,"","","","",frank_mason,2017,2020,Y,Y,Y,2017,2,34,6.3,3,3,,0.059
2427,Roger,Mason Jr.,Roger Mason Jr.,"Mason Jr., Roger",R. Mason Jr.,roger-mason-jr,1980-09-10T00:00:00,Virginia,USA,Virginia/USA,77,205,10,"",Guard,Inactive,N,0,"","","","",roger_mason jr.,2002,2013,N,Y,Y,2002,2,30,6.3,1.3,1.7,0,
763,Tony,Massenburg,Tony Massenburg,"Massenburg, Tony",T. Massenburg,tony-massenburg,1967-07-31T00:00:00,Maryland,USA,Maryland/USA,81,250,13,34,Forward-Center,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,tony_massenburg,1990,2004,N,Y,Y,1990,2,43,6.2,0.4,4.3,0,
1628999,Yante,Maten,Yante Maten,"Maten, Yante",Y. Maten,yante-maten,1996-08-14T00:00:00,Georgia,USA,Georgia/USA,80,240,1,00,Forward,Inactive,N,1610612748,Heat,MIA,heat,Miami,yaten_maten,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,1,0,1.5,0,
1629726,Garrison,Mathews,Garrison Mathews,"Mathews, Garrison",G. Mathews,garrison-mathews,1996-10-24T00:00:00,Lipscomb,USA,Lipscomb/USA,77,215,1,24,Guard,Active,Y,1610612764,Wizards,WAS,wizards,Washington,garrison_mathews,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,6.7,0.4,1.7,,0.063
1628493,Mangok,Mathiang,Mangok Mathiang,"Mathiang, Mangok",M. Mathiang,mangok-mathiang,1992-10-08T00:00:00,Louisville,Australia,Louisville/Australia,82,230,0,9,Forward-Center,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,mangok_mathiang,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,2,0,2.5,0,
202083,Wesley,Matthews,Wesley Matthews,"Matthews, Wesley",W. Matthews,wesley-matthews,1986-10-14T00:00:00,Marquette,USA,Marquette/USA,76,220,11,9,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,wesley_matthews,2009,2020,N,Y,Y,Undrafted,Undrafted,Undrafted,4.5,1,1.4,,0.035
101131,Jason,Maxiell,Jason Maxiell,"Maxiell, Jason",J. Maxiell,jason-maxiell,1983-02-18T00:00:00,Cincinnati,USA,Cincinnati/USA,79,260,9,54,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,jason_maxiell,2005,2014,N,Y,Y,2005,1,26,5.6,0.4,4.2,0,
101118,Sean,May,Sean May,"May, Sean",S. May,sean-may,1984-04-04T00:00:00,North Carolina,USA,North Carolina/USA,81,266,4,42,Center-Forward,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,sean_may,2005,2009,N,Y,Y,2005,1,13,6.9,1,4,0,
201953,Eric,Maynor,Eric Maynor,"Maynor, Eric",E. Maynor,eric-maynor,1987-06-11T00:00:00,Virginia Commonwealth,USA,Virginia Commonwealth/USA,75,175,4,"",Guard,Inactive,N,0,"","","","",eric_maynor,2009,2013,N,Y,Y,2009,1,20,4.3,2.8,1.3,0,
201564,O.J.,Mayo,O.J. Mayo,"Mayo, O.J.",O. Mayo,oj-mayo,1987-11-05T00:00:00,Southern California,USA,Southern California/USA,77,210,8,3,Guard,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,o.j._mayo,2008,2015,N,Y,Y,2008,1,3,13.8,2.9,3.1,0,
201601,Luc,Mbah a Moute,Luc Mbah a Moute,"Mbah a Moute, Luc",L. Mbah a Moute,luc-mbah-a-moute,1986-09-09T00:00:00,UCLA,Cameroon,UCLA/Cameroon,80,230,12,12,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,luc_mbah a moute,2008,2019,N,Y,Y,2008,2,37,6.4,0.9,4.1,0,
2788,DJ,Mbenga,DJ Mbenga,"Mbenga, DJ",D. Mbenga,dj-mbenga,1980-12-30T00:00:00,Spirou Charleroi,Belgium,Spirou Charleroi/Belgium,84,255,7,28,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,dj_mbenga,2004,2010,N,Y,Y,Undrafted,Undrafted,Undrafted,1.8,0.2,1.5,0,
203949,James Michael,McAdoo,James Michael McAdoo,"McAdoo, James Michael",J. McAdoo,james-michael-mcadoo,1993-01-04T00:00:00,North Carolina,USA,North Carolina/USA,81,230,3,"",Forward,Inactive,N,0,"","","","",james michael_mcadoo,2014,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted,3,0.3,1.7,0,
1628769,Tahjere,McCall,Tahjere McCall,"McCall, Tahjere",T. McCall,tahjere-mccall,1994-08-17T00:00:00,Tennessee State,USA,Tennessee State/USA,77,190,1,"",Guard,Inactive,N,0,"","","","",tahjere_mccall,2018,2018,Y,Y,Y,2017,None,None,4,0,1,0,
203492,Ray,McCallum,Ray McCallum,"McCallum, Ray",R. McCallum,ray-mccallum,1991-06-12T00:00:00,Detroit,USA,Detroit/USA,75,190,3,"",Guard,Inactive,N,0,"","","","",ray_mccallum,2013,2015,Y,Y,Y,2013,2,36,6,2.4,2,0,
101119,Rashad,McCants,Rashad McCants,"McCants, Rashad",R. McCants,rashad-mccants,1984-09-25T00:00:00,North Carolina,USA,North Carolina/USA,76,215,4,7,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,rashad_mccants,2005,2008,Y,Y,Y,2005,1,14,10,1.3,2,0,
962,Walter,McCarty,Walter McCarty,"McCarty, Walter",W. McCarty,walter-mccarty,1974-02-01T00:00:00,Kentucky,USA,Kentucky/USA,82,245,9,0,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,walter_mccarty,1996,2005,N,Y,Y,1996,1,19,5.2,1.1,2.6,0,
1043,Amal,McCaskill,Amal McCaskill,"McCaskill, Amal",A. McCaskill,amal-mccaskill,1973-10-28T00:00:00,Marquette,USA,Marquette/USA,83,235,4,00,Center,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,amal_mccaskill,1996,2003,N,Y,Y,1996,2,49,1.8,0.3,1.9,0,
1627775,Patrick,McCaw,Patrick McCaw,"McCaw, Patrick",P. McCaw,patrick-mccaw,1995-10-25T00:00:00,UNLV,USA,UNLV/USA,79,181,4,22,Guard,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,patrick_mccaw,2016,2020,Y,Y,Y,2016,2,38,1,0.8,0.6,,0.057
45,George,McCloud,George McCloud,"McCloud, George",G. McCloud,george-mccloud,1967-05-27T00:00:00,Florida State,USA,Florida State/USA,80,230,12,21,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,george_mccloud,1989,2002,N,Y,Y,1989,1,7,9,2.3,3.1,0,
203468,CJ,McCollum,CJ McCollum,"McCollum, CJ",C. McCollum,cj-mccollum,1991-09-19T00:00:00,Lehigh,USA,Lehigh /USA,75,190,7,3,Guard,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,cj_mccollum,2013,2020,Y,Y,Y,2013,1,10,23.8,4.3,3.8,,0.131
204456,T.J.,McConnell,T.J. McConnell,"McConnell, T.J.",T. McConnell,tj-mcconnell,1992-03-25T00:00:00,Arizona,USA,Arizona/USA,73,190,5,9,Guard,Active,Y,1610612754,Pacers,IND,pacers,Indiana,t.j._mcconnell,2015,2020,N,Y,Y,2015,None,None,7.2,6.5,3.7,,0.116
1741,Jelani,McCoy,Jelani McCoy,"McCoy, Jelani",J. McCoy,jelani-mccoy,1977-12-06T00:00:00,UCLA,USA,UCLA/USA,82,245,8,"",Forward-Center,Inactive,N,0,"","","","",jelani_mccoy,1998,2007,Y,Y,Y,1998,2,33,4.6,0.5,3.5,0,
200840,Chris,McCray,Chris McCray,"McCray, Chris",C. McCray,chris-mccray,1984-05-27T00:00:00,Maryland,USA,Maryland/USA,77,192,0,"",Guard,Inactive,N,0,"","","","",chris_mccray,2006,2006,Y,Y,Y,Undrafted,Undrafted,Undrafted,0,0,0,0,
